geo_id,geo_id2,name,median_household_income,margin_of_error
1400000US06037403323,6037403323,"Census Tract 4033.23, Los Angeles County, California",86724,15346
1400000US06037403324,6037403324,"Census Tract 4033.24, Los Angeles County, California",99907,18040
1400000US06037403325,6037403325,"Census Tract 4033.25, Los Angeles County, California",104583,11660
1400000US06037403401,6037403401,"Census Tract 4034.01, Los Angeles County, California",77454,14186
1400000US06037403402,6037403402,"Census Tract 4034.02, Los Angeles County, California",98438,11129
1400000US06037403403,6037403403,"Census Tract 4034.03, Los Angeles County, California",126071,19373
1400000US06037403404,6037403404,"Census Tract 4034.04, Los Angeles County, California",116111,12949
1400000US06037403405,6037403405,"Census Tract 4034.05, Los Angeles County, California",121786,13908
1400000US06037403406,6037403406,"Census Tract 4034.06, Los Angeles County, California",73313,10039
1400000US06037403407,6037403407,"Census Tract 4034.07, Los Angeles County, California",131250,29653
1400000US06037403408,6037403408,"Census Tract 4034.08, Los Angeles County, California",95881,12519
1400000US06037403500,6037403500,"Census Tract 4035, Los Angeles County, California",104167,28594
1400000US06037403600,6037403600,"Census Tract 4036, Los Angeles County, California",68363,10944
1400000US06037403702,6037403702,"Census Tract 4037.02, Los Angeles County, California",94821,12642
1400000US06037403703,6037403703,"Census Tract 4037.03, Los Angeles County, California",83565,9658
1400000US06037403721,6037403721,"Census Tract 4037.21, Los Angeles County, California",74963,8177
1400000US06037403722,6037403722,"Census Tract 4037.22, Los Angeles County, California",52500,6508
1400000US06037403801,6037403801,"Census Tract 4038.01, Los Angeles County, California",69554,13840
1400000US06037403802,6037403802,"Census Tract 4038.02, Los Angeles County, California",56754,8064
1400000US06037403901,6037403901,"Census Tract 4039.01, Los Angeles County, California",73182,11071
1400000US06037403902,6037403902,"Census Tract 4039.02, Los Angeles County, California",65115,9889
1400000US06037404000,6037404000,"Census Tract 4040, Los Angeles County, California",62219,6497
1400000US06037404100,6037404100,"Census Tract 4041, Los Angeles County, California",58607,8837
1400000US06037404201,6037404201,"Census Tract 4042.01, Los Angeles County, California",38800,7113
1400000US06037404202,6037404202,"Census Tract 4042.02, Los Angeles County, California",48869,9207
1400000US06037404301,6037404301,"Census Tract 4043.01, Los Angeles County, California",46219,3740
1400000US06037404302,6037404302,"Census Tract 4043.02, Los Angeles County, California",56484,11397
1400000US06037404401,6037404401,"Census Tract 4044.01, Los Angeles County, California",53073,7947
1400000US06037404402,6037404402,"Census Tract 4044.02, Los Angeles County, California",67783,10854
1400000US06037404501,6037404501,"Census Tract 4045.01, Los Angeles County, California",49023,5432
1400000US06037404503,6037404503,"Census Tract 4045.03, Los Angeles County, California",72083,21734
1400000US06037404504,6037404504,"Census Tract 4045.04, Los Angeles County, California",37523,4144
1400000US06037404600,6037404600,"Census Tract 4046, Los Angeles County, California",50341,7329
1400000US06037404701,6037404701,"Census Tract 4047.01, Los Angeles County, California",49974,4922
1400000US06037404702,6037404702,"Census Tract 4047.02, Los Angeles County, California",41776,8658
1400000US06037404703,6037404703,"Census Tract 4047.03, Los Angeles County, California",41929,5367
1400000US06037404801,6037404801,"Census Tract 4048.01, Los Angeles County, California",43585,5513
1400000US06037404802,6037404802,"Census Tract 4048.02, Los Angeles County, California",47782,23402
1400000US06037404803,6037404803,"Census Tract 4048.03, Los Angeles County, California",45972,15065
1400000US06037404901,6037404901,"Census Tract 4049.01, Los Angeles County, California",72309,10370
1400000US06037404902,6037404902,"Census Tract 4049.02, Los Angeles County, California",61400,3514
1400000US06037404903,6037404903,"Census Tract 4049.03, Los Angeles County, California",56976,13376
1400000US06037405001,6037405001,"Census Tract 4050.01, Los Angeles County, California",55455,7519
1400000US06037405002,6037405002,"Census Tract 4050.02, Los Angeles County, California",61409,6435
1400000US06037405101,6037405101,"Census Tract 4051.01, Los Angeles County, California",52672,8876
1400000US06037405102,6037405102,"Census Tract 4051.02, Los Angeles County, California",42926,5593
1400000US06037405201,6037405201,"Census Tract 4052.01, Los Angeles County, California",50443,11641
1400000US06037405202,6037405202,"Census Tract 4052.02, Los Angeles County, California",57571,12819
1400000US06037405203,6037405203,"Census Tract 4052.03, Los Angeles County, California",71184,9856
1400000US06037405301,6037405301,"Census Tract 4053.01, Los Angeles County, California",49773,12733
1400000US06037405302,6037405302,"Census Tract 4053.02, Los Angeles County, California",65672,11319
1400000US06037405400,6037405400,"Census Tract 4054, Los Angeles County, California",83278,12002
1400000US06037405500,6037405500,"Census Tract 4055, Los Angeles County, California",72697,10808
1400000US06037405600,6037405600,"Census Tract 4056, Los Angeles County, California",88029,4199
1400000US06037405701,6037405701,"Census Tract 4057.01, Los Angeles County, California",77630,20373
1400000US06037405702,6037405702,"Census Tract 4057.02, Los Angeles County, California",49917,9209
1400000US06037405800,6037405800,"Census Tract 4058, Los Angeles County, California",65523,6404
1400000US06037405900,6037405900,"Census Tract 4059, Los Angeles County, California",65950,14606
1400000US06037406000,6037406000,"Census Tract 4060, Los Angeles County, California",70500,9053
1400000US06037406101,6037406101,"Census Tract 4061.01, Los Angeles County, California",63945,12165
1400000US06037406102,6037406102,"Census Tract 4061.02, Los Angeles County, California",48558,10756
1400000US06037406200,6037406200,"Census Tract 4062, Los Angeles County, California",38180,6515
1400000US06037406300,6037406300,"Census Tract 4063, Los Angeles County, California",90660,17803
1400000US06037406402,6037406402,"Census Tract 4064.02, Los Angeles County, California",88500,11494
1400000US06037406411,6037406411,"Census Tract 4064.11, Los Angeles County, California",72546,11229
1400000US06037406412,6037406412,"Census Tract 4064.12, Los Angeles County, California",93616,9123
1400000US06037406500,6037406500,"Census Tract 4065, Los Angeles County, California",72285,4593
1400000US06037406601,6037406601,"Census Tract 4066.01, Los Angeles County, California",82457,11886
1400000US06037406602,6037406602,"Census Tract 4066.02, Los Angeles County, California",69797,7088
1400000US06037406701,6037406701,"Census Tract 4067.01, Los Angeles County, California",60714,6893
1400000US06037406702,6037406702,"Census Tract 4067.02, Los Angeles County, California",63237,8102
1400000US06037406800,6037406800,"Census Tract 4068, Los Angeles County, California",73150,10620
1400000US06037406901,6037406901,"Census Tract 4069.01, Los Angeles County, California",55337,3191
1400000US06037406902,6037406902,"Census Tract 4069.02, Los Angeles County, California",74083,9823
1400000US06037407001,6037407001,"Census Tract 4070.01, Los Angeles County, California",65490,10879
1400000US06037407002,6037407002,"Census Tract 4070.02, Los Angeles County, California",66250,8410
1400000US06037407101,6037407101,"Census Tract 4071.01, Los Angeles County, California",49911,9385
1400000US06037407102,6037407102,"Census Tract 4071.02, Los Angeles County, California",56280,5103
1400000US06037407200,6037407200,"Census Tract 4072, Los Angeles County, California",52188,14156
1400000US06037407301,6037407301,"Census Tract 4073.01, Los Angeles County, California",63382,11360
1400000US06037407302,6037407302,"Census Tract 4073.02, Los Angeles County, California",62552,5032
1400000US06037407400,6037407400,"Census Tract 4074, Los Angeles County, California",78209,8562
1400000US06037407501,6037407501,"Census Tract 4075.01, Los Angeles County, California",57031,4198
1400000US06037407502,6037407502,"Census Tract 4075.02, Los Angeles County, California",59306,9696
1400000US06037407601,6037407601,"Census Tract 4076.01, Los Angeles County, California",49659,5650
1400000US06037407602,6037407602,"Census Tract 4076.02, Los Angeles County, California",56165,6749
1400000US06037407701,6037407701,"Census Tract 4077.01, Los Angeles County, California",55423,4411
1400000US06037407702,6037407702,"Census Tract 4077.02, Los Angeles County, California",66036,5930
1400000US06037407801,6037407801,"Census Tract 4078.01, Los Angeles County, California",62031,8737
1400000US06037407802,6037407802,"Census Tract 4078.02, Los Angeles County, California",67202,11290
1400000US06037407900,6037407900,"Census Tract 4079, Los Angeles County, California",82083,12429
1400000US06037408003,6037408003,"Census Tract 4080.03, Los Angeles County, California",91167,15739
1400000US06037408004,6037408004,"Census Tract 4080.04, Los Angeles County, California",55542,8297
1400000US06037408005,6037408005,"Census Tract 4080.05, Los Angeles County, California",83798,10320
1400000US06037408006,6037408006,"Census Tract 4080.06, Los Angeles County, California",54163,10106
1400000US06037408133,6037408133,"Census Tract 4081.33, Los Angeles County, California",63510,16395
1400000US06037408134,6037408134,"Census Tract 4081.34, Los Angeles County, California",80982,9830
1400000US06037408135,6037408135,"Census Tract 4081.35, Los Angeles County, California",66696,5159
1400000US06037408136,6037408136,"Census Tract 4081.36, Los Angeles County, California",61675,9518
1400000US06037408137,6037408137,"Census Tract 4081.37, Los Angeles County, California",61867,5697
1400000US06037408138,6037408138,"Census Tract 4081.38, Los Angeles County, California",45733,9080
1400000US06037408139,6037408139,"Census Tract 4081.39, Los Angeles County, California",57917,12526
1400000US06037408140,6037408140,"Census Tract 4081.40, Los Angeles County, California",54482,4032
1400000US06037408141,6037408141,"Census Tract 4081.41, Los Angeles County, California",61090,7881
1400000US06037408202,6037408202,"Census Tract 4082.02, Los Angeles County, California",46979,8380
1400000US06037408211,6037408211,"Census Tract 4082.11, Los Angeles County, California",41121,5350
1400000US06037408212,6037408212,"Census Tract 4082.12, Los Angeles County, California",61227,6720
1400000US06037408301,6037408301,"Census Tract 4083.01, Los Angeles County, California",60346,10126
1400000US06037408302,6037408302,"Census Tract 4083.02, Los Angeles County, California",76618,8297
1400000US06037408303,6037408303,"Census Tract 4083.03, Los Angeles County, California",83633,13786
1400000US06037408401,6037408401,"Census Tract 4084.01, Los Angeles County, California",68920,4640
1400000US06037408402,6037408402,"Census Tract 4084.02, Los Angeles County, California",85625,12285
1400000US06037408501,6037408501,"Census Tract 4085.01, Los Angeles County, California",57188,6210
1400000US06037408503,6037408503,"Census Tract 4085.03, Los Angeles County, California",101058,15746
1400000US06037408504,6037408504,"Census Tract 4085.04, Los Angeles County, California",70625,6053
1400000US06037408505,6037408505,"Census Tract 4085.05, Los Angeles County, California",94643,10401
1400000US06037408623,6037408623,"Census Tract 4086.23, Los Angeles County, California",64013,10663
1400000US06037408624,6037408624,"Census Tract 4086.24, Los Angeles County, California",98377,5560
1400000US06037408625,6037408625,"Census Tract 4086.25, Los Angeles County, California",100068,9502
1400000US06037408626,6037408626,"Census Tract 4086.26, Los Angeles County, California",62375,22752
1400000US06037408627,6037408627,"Census Tract 4086.27, Los Angeles County, California",95039,14366
1400000US06037408628,6037408628,"Census Tract 4086.28, Los Angeles County, California",73576,16249
1400000US06037408629,6037408629,"Census Tract 4086.29, Los Angeles County, California",87045,13025
1400000US06037408630,6037408630,"Census Tract 4086.30, Los Angeles County, California",60515,7608
1400000US06037408631,6037408631,"Census Tract 4086.31, Los Angeles County, California",66960,12598
1400000US06037408703,6037408703,"Census Tract 4087.03, Los Angeles County, California",97928,11285
1400000US06037408704,6037408704,"Census Tract 4087.04, Los Angeles County, California",39773,16543
1400000US06037408705,6037408705,"Census Tract 4087.05, Los Angeles County, California",55387,3717
1400000US06037408706,6037408706,"Census Tract 4087.06, Los Angeles County, California",127292,11939
1400000US06037408722,6037408722,"Census Tract 4087.22, Los Angeles County, California",73413,13143
1400000US06037408723,6037408723,"Census Tract 4087.23, Los Angeles County, California",53409,8026
1400000US06037408724,6037408724,"Census Tract 4087.24, Los Angeles County, California",42035,4090
1400000US06037408800,6037408800,"Census Tract 4088, Los Angeles County, California",32931,5752
1400000US06037430002,6037430002,"Census Tract 4300.02, Los Angeles County, California",59886,11186
1400000US06037430003,6037430003,"Census Tract 4300.03, Los Angeles County, California",103142,4650
1400000US06037430101,6037430101,"Census Tract 4301.01, Los Angeles County, California",46687,6925
1400000US06037430102,6037430102,"Census Tract 4301.02, Los Angeles County, California",60181,2734
1400000US06037430200,6037430200,"Census Tract 4302, Los Angeles County, California",82031,11687
1400000US06037430301,6037430301,"Census Tract 4303.01, Los Angeles County, California",123839,18588
1400000US06037430302,6037430302,"Census Tract 4303.02, Los Angeles County, California",100238,27208
1400000US06037430400,6037430400,"Census Tract 4304, Los Angeles County, California",124716,24191
1400000US06037430501,6037430501,"Census Tract 4305.01, Los Angeles County, California",122656,15647
1400000US06037430502,6037430502,"Census Tract 4305.02, Los Angeles County, California",79833,14229
1400000US06037430600,6037430600,"Census Tract 4306, Los Angeles County, California",119526,37883
1400000US06037430701,6037430701,"Census Tract 4307.01, Los Angeles County, California",90368,20065
1400000US06037430721,6037430721,"Census Tract 4307.21, Los Angeles County, California",66802,15102
1400000US06037430723,6037430723,"Census Tract 4307.23, Los Angeles County, California",65625,12925
1400000US06037430724,6037430724,"Census Tract 4307.24, Los Angeles County, California",55897,10593
1400000US06037430801,6037430801,"Census Tract 4308.01, Los Angeles County, California",63507,16376
1400000US06037430802,6037430802,"Census Tract 4308.02, Los Angeles County, California",96713,22272
1400000US06037430803,6037430803,"Census Tract 4308.03, Los Angeles County, California",95613,13455
1400000US06037430901,6037430901,"Census Tract 4309.01, Los Angeles County, California",60040,7727
1400000US06037430902,6037430902,"Census Tract 4309.02, Los Angeles County, California",75625,8881
1400000US06037431001,6037431001,"Census Tract 4310.01, Los Angeles County, California",64908,11706
1400000US06037431002,6037431002,"Census Tract 4310.02, Los Angeles County, California",43060,18782
1400000US06037431100,6037431100,"Census Tract 4311, Los Angeles County, California",54613,13078
1400000US06037431200,6037431200,"Census Tract 4312, Los Angeles County, California",57282,5106
1400000US06037431300,6037431300,"Census Tract 4313, Los Angeles County, California",85735,4784
1400000US06037431400,6037431400,"Census Tract 4314, Los Angeles County, California",56708,9670
1400000US06037431501,6037431501,"Census Tract 4315.01, Los Angeles County, California",36883,9425
1400000US06037431502,6037431502,"Census Tract 4315.02, Los Angeles County, California",64455,10190
1400000US06037431600,6037431600,"Census Tract 4316, Los Angeles County, California",93750,29811
1400000US06037431700,6037431700,"Census Tract 4317, Los Angeles County, California",82454,15799
1400000US06037431800,6037431800,"Census Tract 4318, Los Angeles County, California",62299,6265
1400000US06037431900,6037431900,"Census Tract 4319, Los Angeles County, California",57917,18719
1400000US06037432000,6037432000,"Census Tract 4320, Los Angeles County, California",62788,10879
1400000US06037432101,6037432101,"Census Tract 4321.01, Los Angeles County, California",76659,10047
1400000US06037432102,6037432102,"Census Tract 4321.02, Los Angeles County, California",70980,5952
1400000US06037432201,6037432201,"Census Tract 4322.01, Los Angeles County, California",43919,10608
1400000US06037432202,6037432202,"Census Tract 4322.02, Los Angeles County, California",47178,13579
1400000US06037432300,6037432300,"Census Tract 4323, Los Angeles County, California",54435,7794
1400000US06037432401,6037432401,"Census Tract 4324.01, Los Angeles County, California",41304,7459
1400000US06037432402,6037432402,"Census Tract 4324.02, Los Angeles County, California",37005,3551
1400000US06037432500,6037432500,"Census Tract 4325, Los Angeles County, California",46383,12092
1400000US06037432601,6037432601,"Census Tract 4326.01, Los Angeles County, California",36734,4887
1400000US06037432602,6037432602,"Census Tract 4326.02, Los Angeles County, California",67218,10826
1400000US06037432700,6037432700,"Census Tract 4327, Los Angeles County, California",36228,2215
1400000US06037432801,6037432801,"Census Tract 4328.01, Los Angeles County, California",25667,4045
1400000US06037432802,6037432802,"Census Tract 4328.02, Los Angeles County, California",29474,3174
1400000US06037432901,6037432901,"Census Tract 4329.01, Los Angeles County, California",58378,6981
1400000US06037432902,6037432902,"Census Tract 4329.02, Los Angeles County, California",56250,16749
1400000US06037433101,6037433101,"Census Tract 4331.01, Los Angeles County, California",43563,11328
1400000US06037433102,6037433102,"Census Tract 4331.02, Los Angeles County, California",34932,5536
1400000US06037433200,6037433200,"Census Tract 4332, Los Angeles County, California",39697,5414
1400000US06037433302,6037433302,"Census Tract 4333.02, Los Angeles County, California",26701,5197
1400000US06037433304,6037433304,"Census Tract 4333.04, Los Angeles County, California",32220,3229
1400000US06037433305,6037433305,"Census Tract 4333.05, Los Angeles County, California",41507,8021
1400000US06037433306,6037433306,"Census Tract 4333.06, Los Angeles County, California",34395,4975
1400000US06037433307,6037433307,"Census Tract 4333.07, Los Angeles County, California",50724,4954
1400000US06037433401,6037433401,"Census Tract 4334.01, Los Angeles County, California",50000,10726
1400000US06037433402,6037433402,"Census Tract 4334.02, Los Angeles County, California",30160,5007
1400000US06037433403,6037433403,"Census Tract 4334.03, Los Angeles County, California",31571,8571
1400000US06037433501,6037433501,"Census Tract 4335.01, Los Angeles County, California",26008,5060
1400000US06037433503,6037433503,"Census Tract 4335.03, Los Angeles County, California",40739,8113
1400000US06037433504,6037433504,"Census Tract 4335.04, Los Angeles County, California",34991,5771
1400000US06037433601,6037433601,"Census Tract 4336.01, Los Angeles County, California",45688,6459
1400000US06037433602,6037433602,"Census Tract 4336.02, Los Angeles County, California",30170,5131
1400000US06037433700,6037433700,"Census Tract 4337, Los Angeles County, California",51656,12698
1400000US06037433801,6037433801,"Census Tract 4338.01, Los Angeles County, California",39009,3699
1400000US06037433802,6037433802,"Census Tract 4338.02, Los Angeles County, California",60096,17580
1400000US06037433901,6037433901,"Census Tract 4339.01, Los Angeles County, California",27198,4211
1400000US06037433902,6037433902,"Census Tract 4339.02, Los Angeles County, California",43125,4861
1400000US06037434001,6037434001,"Census Tract 4340.01, Los Angeles County, California",40987,6535
1400000US06037434003,6037434003,"Census Tract 4340.03, Los Angeles County, California",37237,7167
1400000US06037434004,6037434004,"Census Tract 4340.04, Los Angeles County, California",49421,7114
1400000US06037460000,6037460000,"Census Tract 4600, Los Angeles County, California",122123,14336
1400000US06037460100,6037460100,"Census Tract 4601, Los Angeles County, California",123224,10038
1400000US06037460200,6037460200,"Census Tract 4602, Los Angeles County, California",95833,15865
1400000US06037460301,6037460301,"Census Tract 4603.01, Los Angeles County, California",84250,20216
1400000US06037460302,6037460302,"Census Tract 4603.02, Los Angeles County, California",81533,7693
1400000US06037460401,6037460401,"Census Tract 4604.01, Los Angeles County, California",85625,13233
1400000US06037460501,6037460501,"Census Tract 4605.01, Los Angeles County, California",173814,26201
1400000US06037460502,6037460502,"Census Tract 4605.02, Los Angeles County, California",140000,27249
1400000US06037460600,6037460600,"Census Tract 4606, Los Angeles County, California",150656,9533
1400000US06037460700,6037460700,"Census Tract 4607, Los Angeles County, California",186912,35910
1400000US06037460800,6037460800,"Census Tract 4608, Los Angeles County, California",196397,23350
1400000US06037460900,6037460900,"Census Tract 4609, Los Angeles County, California",68734,8333
1400000US06037461000,6037461000,"Census Tract 4610, Los Angeles County, California",59609,7754
1400000US06037461100,6037461100,"Census Tract 4611, Los Angeles County, California",68125,16306
1400000US06037461200,6037461200,"Census Tract 4612, Los Angeles County, California",110313,16457
1400000US06037461300,6037461300,"Census Tract 4613, Los Angeles County, California",86366,10381
1400000US06037461400,6037461400,"Census Tract 4614, Los Angeles County, California",64792,17549
1400000US06037461501,6037461501,"Census Tract 4615.01, Los Angeles County, California",67292,25080
1400000US06037461502,6037461502,"Census Tract 4615.02, Los Angeles County, California",49769,12607
1400000US06037461600,6037461600,"Census Tract 4616, Los Angeles County, California",52775,8138
1400000US06037461700,6037461700,"Census Tract 4617, Los Angeles County, California",103846,22373
1400000US06037461901,6037461901,"Census Tract 4619.01, Los Angeles County, California",50136,10026
1400000US06037461902,6037461902,"Census Tract 4619.02, Los Angeles County, California",36250,17834
1400000US06037462001,6037462001,"Census Tract 4620.01, Los Angeles County, California",40192,5758
1400000US06037462002,6037462002,"Census Tract 4620.02, Los Angeles County, California",35881,5805
1400000US06037462100,6037462100,"Census Tract 4621, Los Angeles County, California",51847,5074
1400000US06037462201,6037462201,"Census Tract 4622.01, Los Angeles County, California",25173,6695
1400000US06037462202,6037462202,"Census Tract 4622.02, Los Angeles County, California",62813,14686
1400000US06037462301,6037462301,"Census Tract 4623.01, Los Angeles County, California",50174,11580
1400000US06037462302,6037462302,"Census Tract 4623.02, Los Angeles County, California",75594,16969
1400000US06037462400,6037462400,"Census Tract 4624, Los Angeles County, California",94464,25821
1400000US06037462500,6037462500,"Census Tract 4625, Los Angeles County, California",105155,13047
1400000US06037462600,6037462600,"Census Tract 4626, Los Angeles County, California",108793,14657
1400000US06037462700,6037462700,"Census Tract 4627, Los Angeles County, California",57153,19273
1400000US06037462800,6037462800,"Census Tract 4628, Los Angeles County, California",61026,3385
1400000US06037462900,6037462900,"Census Tract 4629, Los Angeles County, California",99760,19521
1400000US06037463000,6037463000,"Census Tract 4630, Los Angeles County, California",108828,6810
1400000US06037463101,6037463101,"Census Tract 4631.01, Los Angeles County, California",67273,11368
1400000US06037463102,6037463102,"Census Tract 4631.02, Los Angeles County, California",82426,28542
1400000US06037463200,6037463200,"Census Tract 4632, Los Angeles County, California",69211,16735
1400000US06037463300,6037463300,"Census Tract 4633, Los Angeles County, California",87708,20213
1400000US06037463400,6037463400,"Census Tract 4634, Los Angeles County, California",80194,9753
1400000US06037463500,6037463500,"Census Tract 4635, Los Angeles County, California",75492,9840
1400000US06037463601,6037463601,"Census Tract 4636.01, Los Angeles County, California",78044,8786
1400000US06037463602,6037463602,"Census Tract 4636.02, Los Angeles County, California",62190,16027
1400000US06037463700,6037463700,"Census Tract 4637, Los Angeles County, California",117875,25791
1400000US06037463800,6037463800,"Census Tract 4638, Los Angeles County, California",158512,15529
1400000US06037463900,6037463900,"Census Tract 4639, Los Angeles County, California",94448,11506
1400000US06037464000,6037464000,"Census Tract 4640, Los Angeles County, California",113125,14059
1400000US06037464100,6037464100,"Census Tract 4641, Los Angeles County, California",144493,32216
1400000US06037464200,6037464200,"Census Tract 4642, Los Angeles County, California",111964,18627
1400000US06037480002,6037480002,"Census Tract 4800.02, Los Angeles County, California",96771,18385
1400000US06037480011,6037480011,"Census Tract 4800.11, Los Angeles County, California",59211,5506
1400000US06037480012,6037480012,"Census Tract 4800.12, Los Angeles County, California",68875,21216
1400000US06037480101,6037480101,"Census Tract 4801.01, Los Angeles County, California",77665,15971
1400000US06037480102,6037480102,"Census Tract 4801.02, Los Angeles County, California",57012,14648
1400000US06037480201,6037480201,"Census Tract 4802.01, Los Angeles County, California",93267,10054
1400000US06037480202,6037480202,"Census Tract 4802.02, Los Angeles County, California",96917,12925
1400000US06037480302,6037480302,"Census Tract 4803.02, Los Angeles County, California",63500,14229
1400000US06037480303,6037480303,"Census Tract 4803.03, Los Angeles County, California",50625,7346
1400000US06037480304,6037480304,"Census Tract 4803.04, Los Angeles County, California",37576,7815
1400000US06037480400,6037480400,"Census Tract 4804, Los Angeles County, California",62159,11190
1400000US06037480500,6037480500,"Census Tract 4805, Los Angeles County, California",96137,4911
1400000US06037480600,6037480600,"Census Tract 4806, Los Angeles County, California",67131,9076
1400000US06037480702,6037480702,"Census Tract 4807.02, Los Angeles County, California",93108,18234
1400000US06037480703,6037480703,"Census Tract 4807.03, Los Angeles County, California",92159,12978
1400000US06037480704,6037480704,"Census Tract 4807.04, Los Angeles County, California",79425,9642
1400000US06037480802,6037480802,"Census Tract 4808.02, Los Angeles County, California",56991,21448
1400000US06037480803,6037480803,"Census Tract 4808.03, Los Angeles County, California",81033,18845
1400000US06037480804,6037480804,"Census Tract 4808.04, Los Angeles County, California",54345,7011
1400000US06037480901,6037480901,"Census Tract 4809.01, Los Angeles County, California",57521,8827
1400000US06037480902,6037480902,"Census Tract 4809.02, Los Angeles County, California",40234,12984
1400000US06037480903,6037480903,"Census Tract 4809.03, Los Angeles County, California",51250,22183
1400000US06037481001,6037481001,"Census Tract 4810.01, Los Angeles County, California",36375,9698
1400000US06037481002,6037481002,"Census Tract 4810.02, Los Angeles County, California",52306,11550
1400000US06037481101,6037481101,"Census Tract 4811.01, Los Angeles County, California",43351,5343
1400000US06037481102,6037481102,"Census Tract 4811.02, Los Angeles County, California",48425,5713
1400000US06037481103,6037481103,"Census Tract 4811.03, Los Angeles County, California",53068,4886
1400000US06037481201,6037481201,"Census Tract 4812.01, Los Angeles County, California",53036,13485
1400000US06037481202,6037481202,"Census Tract 4812.02, Los Angeles County, California",61464,7389
1400000US06037481300,6037481300,"Census Tract 4813, Los Angeles County, California",51202,11382
1400000US06037481401,6037481401,"Census Tract 4814.01, Los Angeles County, California",42411,6790
1400000US06037481402,6037481402,"Census Tract 4814.02, Los Angeles County, California",43224,11523
1400000US06037481500,6037481500,"Census Tract 4815, Los Angeles County, California",45652,16251
1400000US06037481603,6037481603,"Census Tract 4816.03, Los Angeles County, California",45667,14367
1400000US06037481604,6037481604,"Census Tract 4816.04, Los Angeles County, California",50521,10559
1400000US06037481605,6037481605,"Census Tract 4816.05, Los Angeles County, California",59410,11248
1400000US06037481606,6037481606,"Census Tract 4816.06, Los Angeles County, California",43068,9178
1400000US06037481711,6037481711,"Census Tract 4817.11, Los Angeles County, California",41462,6125
1400000US06037481712,6037481712,"Census Tract 4817.12, Los Angeles County, California",38967,9533
1400000US06037481713,6037481713,"Census Tract 4817.13, Los Angeles County, California",42500,11644
1400000US06037481714,6037481714,"Census Tract 4817.14, Los Angeles County, California",29375,9917
1400000US06037481800,6037481800,"Census Tract 4818, Los Angeles County, California",76643,5896
1400000US06037481901,6037481901,"Census Tract 4819.01, Los Angeles County, California",76414,9418
1400000US06037481902,6037481902,"Census Tract 4819.02, Los Angeles County, California",57422,16021
1400000US06037482001,6037482001,"Census Tract 4820.01, Los Angeles County, California",102898,17189
1400000US06037482002,6037482002,"Census Tract 4820.02, Los Angeles County, California",65976,15145
1400000US06037482101,6037482101,"Census Tract 4821.01, Los Angeles County, California",56667,9749
1400000US06037482102,6037482102,"Census Tract 4821.02, Los Angeles County, California",62708,8028
1400000US06037482201,6037482201,"Census Tract 4822.01, Los Angeles County, California",44487,8855
1400000US06037482202,6037482202,"Census Tract 4822.02, Los Angeles County, California",41967,8404
1400000US06037482301,6037482301,"Census Tract 4823.01, Los Angeles County, California",41453,10786
1400000US06037482303,6037482303,"Census Tract 4823.03, Los Angeles County, California",40375,5908
1400000US06037482304,6037482304,"Census Tract 4823.04, Los Angeles County, California",31736,5925
1400000US06037482401,6037482401,"Census Tract 4824.01, Los Angeles County, California",47578,5602
1400000US06037482402,6037482402,"Census Tract 4824.02, Los Angeles County, California",51481,9651
1400000US06037482502,6037482502,"Census Tract 4825.02, Los Angeles County, California",39958,5111
1400000US06037482503,6037482503,"Census Tract 4825.03, Los Angeles County, California",39575,4784
1400000US06037482521,6037482521,"Census Tract 4825.21, Los Angeles County, California",55000,14594
1400000US06037482522,6037482522,"Census Tract 4825.22, Los Angeles County, California",64511,8447
1400000US06037482600,6037482600,"Census Tract 4826, Los Angeles County, California",74935,11725
1400000US06037482701,6037482701,"Census Tract 4827.01, Los Angeles County, California",68313,8238
1400000US06037482702,6037482702,"Census Tract 4827.02, Los Angeles County, California",52500,17007
1400000US06037482800,6037482800,"Census Tract 4828, Los Angeles County, California",63924,16230
1400000US06037500100,6037500100,"Census Tract 5001, Los Angeles County, California",122460,22998
1400000US06037500201,6037500201,"Census Tract 5002.01, Los Angeles County, California",107457,8362
1400000US06037500202,6037500202,"Census Tract 5002.02, Los Angeles County, California",136793,25400
1400000US06037500300,6037500300,"Census Tract 5003, Los Angeles County, California",105694,12706
1400000US06037500402,6037500402,"Census Tract 5004.02, Los Angeles County, California",39082,7770
1400000US06037500403,6037500403,"Census Tract 5004.03, Los Angeles County, California",58563,11217
1400000US06037500404,6037500404,"Census Tract 5004.04, Los Angeles County, California",71511,9705
1400000US06037500500,6037500500,"Census Tract 5005, Los Angeles County, California",42344,4317
1400000US06037500600,6037500600,"Census Tract 5006, Los Angeles County, California",47520,5015
1400000US06037500700,6037500700,"Census Tract 5007, Los Angeles County, California",62986,10847
1400000US06037500800,6037500800,"Census Tract 5008, Los Angeles County, California",60097,9653
1400000US06037500900,6037500900,"Census Tract 5009, Los Angeles County, California",51466,10806
1400000US06037501001,6037501001,"Census Tract 5010.01, Los Angeles County, California",53523,16053
1400000US06037501002,6037501002,"Census Tract 5010.02, Los Angeles County, California",78229,11335
1400000US06037501200,6037501200,"Census Tract 5012, Los Angeles County, California",74792,15928
1400000US06037501300,6037501300,"Census Tract 5013, Los Angeles County, California",74563,5643
1400000US06037501400,6037501400,"Census Tract 5014, Los Angeles County, California",46591,9752
