dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_meters
150128186,2015-12-23T00:00:00.000,2015-08-26T00:00:00.000,2100,01,Central,0182,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0422,61,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,1000 S  FLOWER                       ST,,34.0444,-118.2628,511,VERBAL THREAT,,,06037207901,121.7533579849004
181813127,2018-06-09T00:00:00.000,2018-06-08T00:00:00.000,2130,18,Southeast,1846,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0906,38,M,H,101,STREET,AA,Adult Arrest,230,EVERS,114TH                        ST,33.9311,-118.2472,500,UNKNOWN WEAPON/OTHER WEAPON,998,,06037242600,268.4985755678344
140710338,2014-06-15T00:00:00.000,2014-06-13T00:00:00.000,0900,07,Wilshire,0734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,500 S  BURNSIDE                     AV,,34.0662,-118.3506,,,,,06037214504,116.81322430133875
180307666,2018-02-21T00:00:00.000,2018-02-15T00:00:00.000,1400,03,Southwest,0326,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,107,VACANT LOT,IC,Invest Cont,740,2600 S  BUDLONG                      AV,,34.0309,-118.3024,,,,,06037222200,60.32715625191156
171704597,2017-01-14T00:00:00.000,2017-01-13T00:00:00.000,1830,17,Devonshire,1792,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,8400    CALVIN                       AV,,34.2226,-118.5558,,,,,06037113424,624.6151096156267
161920369,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,0815,19,Mission,1999,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,8200    WOODMAN                      AV,,34.2196,-118.4319,,,,,06037120400,271.75354691626137
191904419,2019-01-09T00:00:00.000,2019-01-09T00:00:00.000,2100,19,Mission,1911,2,624,BATTERY - SIMPLE ASSAULT,0416,45,M,H,102,SIDEWALK,IC,Invest Cont,624,15600    ROXFORD                      ST,,34.31,-118.4808,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037980022,660.9103394231964
152017921,2015-10-21T00:00:00.000,2015-10-19T00:00:00.000,1700,20,Olympic,2034,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0377 0344,32,M,H,101,STREET,IC,Invest Cont,341,WILSHIRE,OXFORD,34.0596,-118.3022,,,,,06037212410,85.08523672457382
131112680,2013-06-14T00:00:00.000,2013-06-14T00:00:00.000,1130,11,Northeast,1179,2,624,BATTERY - SIMPLE ASSAULT,0400,20,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,624,100 E  AVENUE 36,,34.0881,-118.212,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037199400,215.87561072447204
180706677,2018-02-26T00:00:00.000,2018-02-26T00:00:00.000,1339,07,Wilshire,0778,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,1700    7TH                          AV,,34.0418,-118.3249,,,,,06037218110,371.4159902079155
130126586,2013-12-29T00:00:00.000,2013-12-29T00:00:00.000,0030,01,Central,0129,2,624,BATTERY - SIMPLE ASSAULT,0416,66,M,B,101,STREET,IC,Invest Cont,624,6TH,CERES,34.0394,-118.2405,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206303,276.39522475558886
140913438,2014-07-18T00:00:00.000,2014-07-18T00:00:00.000,2000,09,Van Nuys,0948,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 1501,36,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,5500    FULTON                       AV,,34.1708,-118.4225,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037124500,512.6611879638065
190514224,2019-08-18T00:00:00.000,2019-08-18T00:00:00.000,2215,05,Harbor,0528,2,860,BATTERY WITH SEXUAL CONTACT,0558 0913 0545 0551,29,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,860,1300 E  ROBIDOUX                     ST,,33.7884,-118.2479,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037294620,184.50594090901762
130317489,2013-08-01T00:00:00.000,2013-07-21T00:00:00.000,1120,03,Southwest,0317,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 0360 0344,28,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,1500 W  22ND                         PL,,34.0357,-118.2915,,,,,06037221602,324.1132666498057
130708955,2013-04-26T00:00:00.000,2013-04-26T00:00:00.000,1320,07,Wilshire,0734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,300 S  FULLER                       AV,,34.0688,-118.3505,,,,,06037214505,86.6944793410083
162115447,2016-09-01T00:00:00.000,2016-08-26T00:00:00.000,1100,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0352,61,F,B,220,NAIL SALON,IC,Invest Cont,440,6200    TOPANGA CANYON               BL,,34.1829,-118.6059,,,,,06037135115,441.51957708038003
160122841,2016-09-06T00:00:00.000,2016-09-06T00:00:00.000,2100,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 1814 0417 1310 1312 1313,27,F,B,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,626,FLOWER,OLYMPIC,34.0444,-118.2628,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037207901,121.7533579849004
171506495,2017-02-12T00:00:00.000,2017-02-12T00:00:00.000,1320,15,N Hollywood,1585,1,310,BURGLARY,1601 2004 1609 1414 0212 0328 1275,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,310,4000    VINELAND                     AV,,34.1405,-118.3702,,,,,06037143606,183.3014111831756
192109150,2019-04-25T00:00:00.000,2019-03-03T00:00:00.000,1200,21,Topanga,2111,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0601,46,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,956,7600    PENOBSCOT                    DR,,34.2104,-118.6577,,,,,06037134424,555.2779912937941
140914570,2014-08-12T00:00:00.000,2014-08-11T00:00:00.000,1900,09,Van Nuys,0904,1,330,BURGLARY FROM VEHICLE,1307 0344,31,F,W,108,PARKING LOT,IC,Invest Cont,330,14900    SATICOY                      ST,,34.2085,-118.4575,,,,,06037127210,318.8092421828097
181114206,2018-07-30T00:00:00.000,2018-07-30T00:00:00.000,1640,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,1609 1307 0344,0,X,X,108,PARKING LOT,IC,Invest Cont,330,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004,,,,,06037189202,1152.3363319683247
181718777,2018-11-11T00:00:00.000,2018-11-10T00:00:00.000,1200,17,Devonshire,1729,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,17100    INDEX                        ST,,34.2756,-118.5049,,,,,06037111201,286.51198468808826
151809011,2015-04-12T00:00:00.000,2015-04-11T00:00:00.000,2000,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,0400 0408 0416 0448,35,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,10400 S  FIGUEROA                     ST,,33.9367,-118.2871,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037241202,328.8882588208048
191214824,2019-05-28T00:00:00.000,2019-05-28T00:00:00.000,0220,12,77th Street,1215,1,330,BURGLARY FROM VEHICLE,0344 1609,27,M,H,101,STREET,IC,Invest Cont,330,BUDLONG,56TH                         ST,33.9914,-118.2958,,,,,06037232602,88.63099581585782
180913244,2018-06-23T00:00:00.000,2018-06-23T00:00:00.000,2034,09,Van Nuys,0964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,25,M,H,404,DEPARTMENT STORE,IC,Invest Cont,442,14000    RIVERSIDE                    DR,,34.1576,-118.438,,,,,06037128704,465.20121192774803
182104216,2018-01-04T00:00:00.000,2018-01-04T00:00:00.000,0100,21,Topanga,2104,1,330,BURGLARY FROM VEHICLE,1607 0344,49,M,H,101,STREET,IC,Invest Cont,330,9000    OWENSMOUTH                   AV,,34.2337,-118.6016,,,,,06037113239,289.7939199336977
132109678,2013-05-08T00:00:00.000,2013-05-07T00:00:00.000,1700,21,Topanga,2136,1,310,BURGLARY,1609 0358 0344,40,F,W,406,OTHER STORE,IC,Invest Cont,310,7200    OWENSMOUTH                   AV,,34.201,-118.6016,,,,,06037134520,440.01165442873116
150515571,2015-09-21T00:00:00.000,2015-08-22T00:00:00.000,0100,05,Harbor,0515,2,354,THEFT OF IDENTITY,0922 1822,48,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1700    NEPTUNE                      AV,,33.7971,-118.2702,,,,,06037294200,291.2368080375465
160221872,2016-12-14T00:00:00.000,2016-12-14T00:00:00.000,0900,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,O,717,HEALTH SPA/GYM,IC,Invest Cont,440,600 S  UNION                        AV,,34.057,-118.2691,,,,,06037209105,141.02843952746156
140300917,2014-07-21T00:00:00.000,2014-07-21T00:00:00.000,1930,03,Southwest,0313,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0445 1402,45,M,H,301,GAS STATION,AO,Adult Other,230,CRENSHAW,ADAMS,34.0326,-118.335,308,STICK,998,,06037218702,262.3970676051621
161215649,2016-06-06T00:00:00.000,2016-06-05T00:00:00.000,2200,12,77th Street,1266,2,434,FALSE IMPRISONMENT,0342 0302 0418 1309 0906 1816 1257 0422 1310,3,F,B,101,STREET,AA,Adult Arrest,434,900 W  80TH                         ST,,33.9667,-118.2893,109,SEMI-AUTOMATIC PISTOL,,,06037238310,265.82509938596644
150221879,2015-12-02T00:00:00.000,2015-11-30T00:00:00.000,1500,02,Rampart,0256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,W,112,"BUS, SCHOOL, CHURCH",IC,Invest Cont,440,1600    WILSHIRE                     BL,,34.0554,-118.2702,,,,,06037208902,279.71055732646084
191016360,2019-10-14T00:00:00.000,2019-10-08T00:00:00.000,1000,10,West Valley,1079,2,354,THEFT OF IDENTITY,0100 1822 0930,63,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,15700    MILBANK                      ST,,34.1571,-118.4756,,,,,06037141400,53.07612367217164
191614204,2019-09-21T00:00:00.000,2019-09-21T00:00:00.000,0155,16,Foothill,1643,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,40,F,H,101,STREET,IC,Invest Cont,331,10600    SAN FERNANDO                 RD,,34.2626,-118.4184,,,,,06037104610,239.09865366531105
160608252,2016-03-08T00:00:00.000,2016-03-07T00:00:00.000,1430,06,Hollywood,0643,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,47,F,W,707,GARAGE/CARPORT,IC,Invest Cont,330,1600 N  FORMOSA                      AV,,34.0998,-118.3468,,,,,06037189904,21.80458632827004
161514590,2016-07-09T00:00:00.000,2016-07-07T00:00:00.000,2100,15,N Hollywood,1544,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1602,50,M,W,707,GARAGE/CARPORT,IC,Invest Cont,440,12300    RIVERSIDE                    DR,,34.1613,-118.4008,,,,,06037124000,355.11734713443315
152014201,2015-08-03T00:00:00.000,2015-08-02T00:00:00.000,1200,20,Olympic,2035,1,310,BURGLARY,0358 0344 0321 1607,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,700 S  MARIPOSA                     AV,,34.0598,-118.2987,,,,,06037212304,69.90329791513258
161520191,2016-10-20T00:00:00.000,2016-09-26T00:00:00.000,1230,15,N Hollywood,1596,2,662,"BUNCO, GRAND THEFT",0701,43,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,11000    VENTURA                      BL,,34.1405,-118.3702,,,,,06037143606,183.3014111831756
171104620,2017-01-14T00:00:00.000,2016-10-04T00:00:00.000,1200,11,Northeast,1144,2,354,THEFT OF IDENTITY,1202 0928 1822,81,M,W,203,OTHER BUSINESS,IC,Invest Cont,354,3000    LANDA                        ST,,34.1008,-118.2668,,,,,06037195100,174.2689427837943
191914442,2019-08-04T00:00:00.000,2019-08-03T00:00:00.000,1630,19,Mission,1969,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,9200    ARLETA                       AV,,34.2372,-118.4209,,,,,06037119001,567.914327996946
151616255,2015-11-22T00:00:00.000,2015-11-22T00:00:00.000,0005,16,Foothill,1663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2002 0360 0913 0416 0429 1414,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230,12100    SHELDON                      ST,,34.2374,-118.3964,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037121222,400.8561568402734
161306480,2016-02-14T00:00:00.000,2016-02-14T00:00:00.000,0200,13,Newton,1351,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,42ND                         ST,MAIN                         ST,34.0074,-118.274,,,,,06037228420,238.20640657843833
171504721,2017-01-11T00:00:00.000,2017-01-11T00:00:00.000,1600,15,N Hollywood,1591,2,946,OTHER MISCELLANEOUS CRIME,1501,44,M,W,108,PARKING LOT,IC,Invest Cont,946,12300    VENTURA                      BL,,34.1431,-118.4008,,,,,06037143500,818.77043482889
181116338,2018-09-10T00:00:00.000,2018-06-21T00:00:00.000,0745,11,Northeast,1147,2,354,THEFT OF IDENTITY,0930 1202 1822,93,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,3300    DIVISION                     ST,,34.1048,-118.2311,,,,,06037186404,434.2322300208396
161808127,2016-03-23T00:00:00.000,2016-03-23T00:00:00.000,0005,18,Southeast,1822,1,210,ROBBERY,0431 0344 1300 0906,26,M,H,108,PARKING LOT,IC,Invest Cont,210,10000 S  MAIN                         ST,,33.9456,-118.2739,512,MACE/PEPPER SPRAY,,,06037240500,210.78761576920965
132014117,2013-08-03T00:00:00.000,2013-08-03T00:00:00.000,0320,20,Olympic,2004,1,210,ROBBERY,0326 0342 0344 0370 0416 1309 0334 0908 0420 0444,23,F,B,101,STREET,IC,Invest Cont,210,600 N  SERRANO                      AV,,34.0817,-118.3069,513,STUN GUN,,,06037192510,170.34179588183434
171805516,2017-01-26T00:00:00.000,2017-01-25T00:00:00.000,1430,18,Southeast,1826,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,38,M,H,402,MARKET,IC,Invest Cont,442,1600 E  103RD                        ST,,33.9485,-118.2461,,,,,06037242300,123.22179473792748
161514708,2016-07-13T00:00:00.000,2016-03-24T00:00:00.000,1600,15,N Hollywood,1524,2,354,THEFT OF IDENTITY,0923 1817,20,F,H,102,SIDEWALK,IC,Invest Cont,354,VICTORY                      BL,BELLINGHAM                   AV,34.1867,-118.3996,,,649,,06037123901,762.8841588496244
161421230,2016-08-13T00:00:00.000,2016-08-12T00:00:00.000,1150,14,Pacific,1412,2,624,BATTERY - SIMPLE ASSAULT,0416,59,M,W,108,PARKING LOT,AO,Adult Other,624,OCEAN FRONT                  WK,ROSE,33.9947,-118.4805,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037273404,192.32569253730557
191521891,2019-12-13T00:00:00.000,2019-12-13T00:00:00.000,0400,15,N Hollywood,1539,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,48,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,5900    WILLOWCREST                  AV,,34.1784,-118.3628,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037124300,345.1028349584415
171421560,2017-09-26T00:00:00.000,2017-09-11T00:00:00.000,1030,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,38,M,H,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,500    WORLD                        WY,,33.9428,-118.4054,,,,,06037980028,1338.4413084093785
131916115,2013-07-23T00:00:00.000,2013-07-23T00:00:00.000,0615,19,Mission,1912,1,330,BURGLARY FROM VEHICLE,0344,50,M,H,101,STREET,IC,Invest Cont,330,13800    GLENOAKS                     BL,,34.3217,-118.468,,,,,06037106406,820.4300252462549
150415629,2015-10-12T00:00:00.000,2015-10-12T00:00:00.000,1300,04,Hollenbeck,0414,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0443 0361,62,F,W,102,SIDEWALK,IC,Invest Cont,930,500 E  AVENUE 28,,34.0831,-118.2086,511,VERBAL THREAT,,,06037199202,537.0121046522465
181916264,2018-08-23T00:00:00.000,2018-08-10T00:00:00.000,0800,19,Mission,1981,2,354,THEFT OF IDENTITY,1822,60,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,8400    ORION                        AV,,34.2231,-118.4721,,,,,06037117408,212.53456727290043
181224817,2018-10-13T00:00:00.000,2018-10-13T00:00:00.000,1100,12,77th Street,1213,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0321 0344 1606 1820,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,5500    RUTHELEN                     ST,,33.9921,-118.3126,,,,,06037232500,144.4170112715659
151819687,2015-10-29T00:00:00.000,2015-10-29T00:00:00.000,0945,18,Southeast,1837,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,24,F,B,101,STREET,IC,Invest Cont,420,104TH,COMPTON,33.9415,-118.2462,,,,,06037242000,430.3229202930775
182120824,2018-12-20T00:00:00.000,2018-11-29T00:00:00.000,0600,21,Topanga,2103,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,8600    SANTA SUSANA                 PL,,34.2277,-118.6061,,,,,06037113239,544.6743720670247
160319678,2016-08-26T00:00:00.000,2016-08-26T00:00:00.000,0452,03,Southwest,0398,1,330,BURGLARY FROM VEHICLE,1609 0329 0344 0326 1822,43,M,H,101,STREET,IC,Invest Cont,330,700 W  42ND                         ST,,34.007,-118.2857,,,,,06037231720,143.17535565702832
171109626,2017-04-27T00:00:00.000,2017-04-27T00:00:00.000,1200,11,Northeast,1152,2,900,VIOLATION OF COURT ORDER,1501,58,F,H,406,OTHER STORE,AO,Adult Other,900,4100    SUNSET                       DR,,34.0982,-118.2807,,,,,06037195300,333.549981964878
151007398,2015-03-25T00:00:00.000,2015-02-26T00:00:00.000,0900,10,West Valley,1091,2,354,THEFT OF IDENTITY,1822 0928,83,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,3700    MARFIELD                     AV,,34.1367,-118.5503,,,,,06037139802,1495.5236791361797
181509589,2018-04-16T00:00:00.000,2018-03-17T00:00:00.000,0930,15,N Hollywood,1519,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,M,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,VANOWEN                      ST,RIVERTON                     AV,34.194,-118.3659,,,,,06037123103,382.56265704206317
130325931,2013-12-16T00:00:00.000,2013-09-01T00:00:00.000,0800,03,Southwest,0379,1,310,BURGLARY,0344,56,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1000 W  38TH                         ST,,34.0168,-118.2915,,,,,06037231220,289.996631232244
130122519,2013-10-23T00:00:00.000,2013-10-22T00:00:00.000,2100,01,Central,0142,2,888,TRESPASSING,1501,27,M,O,503,HOTEL,IC,Invest Cont,888,400 S  FIGUEROA                     ST,,34.0535,-118.256,,,,,06037207502,430.49351230884645
161229762,2016-12-14T00:00:00.000,2016-12-12T00:00:00.000,1500,12,77th Street,1273,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,28,M,O,203,OTHER BUSINESS,IC,Invest Cont,740,2000 W  MANCHESTER                   BL,,33.96,-118.3134,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037238100,517.7247578339299
141112969,2014-07-05T00:00:00.000,2014-07-05T00:00:00.000,2100,11,Northeast,1101,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0913,20,F,B,716,THEATRE/MOVIE,IC,Invest Cont,624,2700 N  VERMONT                      AV,,34.1179,-118.293,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037189102,872.7258488693851
141213063,2014-05-25T00:00:00.000,2014-05-24T00:00:00.000,2200,12,77th Street,1248,1,330,BURGLARY FROM VEHICLE,1609 1307 1302 0358 0344 0352,25,M,B,108,PARKING LOT,IC,Invest Cont,330,7100 S  VERMONT                      AV,,33.9755,-118.2914,,,,,06037237500,439.3625742144604
180310091,2018-04-02T00:00:00.000,2018-03-30T00:00:00.000,1030,03,Southwest,0363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,F,B,716,THEATRE/MOVIE,IC,Invest Cont,440,4000    MARLTON                      AV,,34.0124,-118.3378,,,,,06037236101,433.9476938541024
141704496,2014-01-12T00:00:00.000,2014-01-12T00:00:00.000,1100,17,Devonshire,1764,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,AA,Adult Arrest,510,9300    TAMPA                        AV,,34.2564,-118.5536,,,,,06037111204,953.8633089796369
140507815,2014-04-01T00:00:00.000,2014-04-01T00:00:00.000,1600,05,Harbor,0566,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,47,F,W,103,ALLEY,IC,Invest Cont,624,400 W  11TH                         ST,,33.7342,-118.2857,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037297110,138.52558083728758
170326593,2017-11-30T00:00:00.000,2017-11-30T00:00:00.000,1349,03,Southwest,0358,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0400 0432 0443 1309 1822 1266,34,M,H,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,AA,Adult Arrest,930,WATT                         WY,EXPOSITION                   BL,34.0183,-118.289,511,VERBAL THREAT,,,06037222700,443.39870314290806
182109839,2018-05-01T00:00:00.000,2018-04-18T00:00:00.000,0920,21,Topanga,2111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,40,M,W,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,7800    WOODHALL                     AV,,34.2125,-118.6378,,,,,06037134423,484.5106739526723
182109460,2018-04-24T00:00:00.000,2018-04-05T00:00:00.000,0800,21,Topanga,2155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,53,F,O,507,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,440,22100    FUCHSIA                      CT,,34.1797,-118.6093,,,,,06037135113,189.77821985856716
151104902,2015-01-19T00:00:00.000,2015-01-19T00:00:00.000,1945,11,Northeast,1171,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0913,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230,1400    MICHELTORENA                 ST,,34.0875,-118.2758,512,MACE/PEPPER SPRAY,,,06037195902,315.9249885596039
150708644,2015-04-18T00:00:00.000,2015-04-17T00:00:00.000,2130,07,Wilshire,0724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,F,W,109,PARK/PLAYGROUND,IC,Invest Cont,440,7600    BEVERLY                      BL,,34.0761,-118.3555,,,,,06037214400,280.84734772267905
171819678,2017-09-29T00:00:00.000,2017-09-14T00:00:00.000,1300,18,Southeast,1838,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,IC,Invest Cont,510,10300    ANZAC                        AV,,33.9432,-118.2379,,,,,06037243001,399.7861523162565
181604241,2018-01-04T00:00:00.000,2017-11-20T00:00:00.000,0800,16,Foothill,1698,1,310,BURGLARY,0344 1602 0397 0358 0329,62,M,W,221,PUBLIC STORAGE,AO,Adult Other,310,7500    SAN FERNANDO                 RD,,34.2077,-118.3524,,,,,06037102105,358.4447691451489
161817115,2016-09-01T00:00:00.000,2016-09-01T00:00:00.000,0920,18,Southeast,1846,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 2000 0416,35,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,236,1400 E  111TH                        PL,,33.9336,-118.2498,302,BLUNT INSTRUMENT,,,06037242600,180.39592828104253
141307884,2014-03-12T00:00:00.000,2014-03-08T00:00:00.000,0100,13,Newton,1367,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0913 0319,18,F,H,121,YARD (RESIDENTIAL/BUSINESS),AO,Adult Other,930,5200 S  LONG BEACH                   AV,,33.9955,-118.2432,511,VERBAL THREAT,,,06037228900,291.3745443355079
190120032,2019-08-04T00:00:00.000,2019-08-03T00:00:00.000,1900,01,Central,0154,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522 0400 0500,33,F,H,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,860,100 E  6TH                          ST,,34.046,-118.2493,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037207307,5.610846014490579
161319845,2016-09-22T00:00:00.000,2016-09-21T00:00:00.000,2200,13,Newton,1352,2,903,CONTEMPT OF COURT,0913,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,903,4400 S  SAN PEDRO                    ST,,34.0039,-118.2696,,,,,06037228500,69.48695834377705
160309751,2016-03-29T00:00:00.000,2016-03-28T00:00:00.000,1200,03,Southwest,0361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1813 0416,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,4000    STEVELY                      AV,,34.015,-118.3536,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037236205,151.8201510866931
190108648,2019-03-06T00:00:00.000,2019-03-06T00:00:00.000,0500,01,Central,0124,1,480,BIKE - STOLEN,0344 2032 2060,48,M,H,102,SIDEWALK,IC,Invest Cont,480,200 N  MAIN                         ST,,34.0532,-118.2425,,,,,06037207400,510.32971540624055
170907264,2017-03-07T00:00:00.000,2017-03-05T00:00:00.000,1145,09,Van Nuys,0964,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1216 0329 1307,44,F,X,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,14000    RIVERSIDE                    DR,,34.1576,-118.438,,,,,06037128704,465.20121192774803
